Company,Product,TypeName,Inches,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR),Resolution_Width,Resolution_Height,Contains_HD,Contains_IPS,Contains_Touchscreen,Contains_4K,Contains_Quad_HD_plus,CPU_Family,CPU_Generation,CPU_Series,GPU_Family,GPU_Series,GPU_Series_Clean,Series_Type,Performance_Tier
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.37,6976.9574,1920,1080,1,1,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Dell,XPS 15,Notebook,15.6,2.8,16,SSD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.06,9524.03,3840,2160,1,0,1,1,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050M,Windows 10,2.5,4402.7300000000005,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1050M,1050,Alphanumeric,High-End
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,3.0,8,HDD,1024,AMD,Radeon R5,Windows 10,2.6,2067.973,1600,900,0,0,0,0,0,A9,9,9420,Radeon,R5,5,Alphanumeric,Low-End
Lenovo,ThinkPad X1,Ultrabook,14.0,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.14,9726.5,1920,1080,1,1,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Asus,ROG GL553VE-FY022,Gaming,15.6,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050 Ti,No OS,2.5,4640.93,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Acer,Extensa EX2540,Notebook,15.6,2.0,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.4,1786.5,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1.6,4,Flash,32,Intel,HD Graphics,Windows 10,1.43,1087.78,1366,768,0,0,0,0,0,Celeron,3,Other,HD,Graphics,640,Alphanumeric,Mid-Range
Acer,Swift 3,Ultrabook,14.0,2.5,8,SSD,256,Intel,Graphics 620,Windows 10,1.8,3648.4300000000003,1920,1080,1,1,0,0,0,Core,7,i5,Graphics,620,620,Numeric,Mid-Range
Razer,Blade Pro,Gaming,14.0,2.8,16,SSD,256,Nvidia,GeForce GTX 1060,Windows 10,1.95,10318.03,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Toshiba,Portege Z30-C-16J,Notebook,13.3,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.2,4815.610000000001,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Lenovo,Thinkpad X270,Ultrabook,12.5,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.36,6288.4800000000005,1920,1080,1,1,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Asus,ROG G701VI,Gaming,17.3,2.7,32,SSD,512,Nvidia,GeForce GTX 1080,Windows 10,3.8,11112.03,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,1080,1080,Numeric,High-End
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,2.5,8,HDD,1024,Nvidia,GeForce GTX 1050,Linux,2.4,2814.73,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Dell,XPS 13,Ultrabook,13.3,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.2,5756.103000000001,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
MSI,GL62M 7REX,Gaming,15.6,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.2,4731.446,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
HP,250 G6,Notebook,15.6,2.0,4,HDD,500,Intel,HD Graphics 520,No OS,1.86,1448.653,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Toshiba,Tecra A50-D-11M,Notebook,15.6,2.5,8,HDD,500,Intel,HD Graphics 620,Windows 10,2.0,4224.08,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,Inspiron 5570,Notebook,15.6,1.8,8,SSD,256,AMD,Radeon 530,Windows 10,2.2,3648.4300000000003,1920,1080,1,0,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
Dell,Inspiron 5570,Notebook,15.6,1.8,16,SSD+HDD,2304,AMD,Radeon 530,Windows 10,2.2,4505.95,1920,1080,1,0,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,2.6,8,SSD+HDD,1152,Nvidia,GeForce GTX 960,Windows 10,3.31,4748.12,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,960,960,Numeric,High-End
Dell,Alienware 17,Gaming,17.3,2.8,32,SSD+HDD,1536,Nvidia,GeForce GTX 1070,Windows 10,4.42,12495.0589,3840,2160,1,1,0,1,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
Dell,Latitude E7470,Notebook,14.0,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.56,4879.13,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1.1,4,HDD,500,Intel,HD Graphics 500,Windows 10,2.2,1663.43,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.2,2123.9500000000003,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,2.0,6,HDD,1024,AMD,Radeon R5 M430,Windows 10,2.04,2139.83,1920,1080,0,0,0,0,0,Core,6,i3,Radeon,M430,430,Alphanumeric,Low-End
MSI,GP72VR Leopard,Gaming,17.3,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.7,5902.476900000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Toshiba,Satellite Pro,Notebook,15.6,2.1,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.1,1977.0600000000002,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Dell,Latitude 3580,Notebook,15.6,2.5,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.06,3791.3500000000004,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,2.7,8,HDD,1024,AMD,Radeon 530,Windows 10,2.1,2957.65,1920,1080,1,0,0,0,0,Core,7,i7,Radeon,530,530,Numeric,Mid-Range
Toshiba,Tecra Z50-D-10E,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.0,4994.26,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Aspire 3,Notebook,15.6,2.0,4,SSD,128,Intel,HD Graphics 520,Linux,2.1,1635.64,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Microsoft,Surface Laptop,Ultrabook,13.5,2.8,8,SSD,256,Intel,Iris Plus Graphics 640,Windows 10 S,1.252,7415.3645,2256,1504,0,0,1,0,0,Core,7,i7,Iris,640,640,Numeric,Mid-Range
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,2.5,8,SSD+HDD,1152,AMD,Radeon R5 M430,Windows 10,1.9,3247.2615000000005,1920,1080,1,0,0,0,0,Core,7,i5,Radeon,M430,430,Alphanumeric,Low-End
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.3,4104.9800000000005,1920,1080,1,1,1,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,IdeaPad 320-15AST,Notebook,15.6,2.2,4,SSD,128,AMD,Radeon R2 Graphics,Windows 10,2.2,1385.53,1366,768,0,0,0,0,0,Unknown,9,9000,Radeon,Graphics,640,Alphanumeric,Mid-Range
HP,Pavilion X360,2 in 1 Convertible,14.0,2.4,4,SSD,128,Nvidia,GeForce 940MX,Windows 10,1.63,2775.03,1920,1080,1,1,1,0,0,Core,7,i3,GeForce,940MX,940,Alphanumeric,High-End
MSI,GP62 7RDX,Gaming,15.6,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050,Windows 10,2.4,5137.18,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Asus,Zenbook 3,Ultrabook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.1,4505.95,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,Chromebook X360,2 in 1 Convertible,11.6,1.1,8,Flash,64,Intel,HD Graphics 500,Chrome OS,1.4,1965.15,1366,768,0,0,1,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
LG,Gram 15Z975,Ultrabook,15.6,1.8,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.09,9127.03,1920,1080,1,1,0,0,0,Core,8,i7,HD,620,620,Numeric,Mid-Range
Acer,Aspire VX5-591G,Gaming,15.6,2.5,16,SSD,256,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,5157.030000000001,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,Ti,640,Alphanumeric,Mid-Range
MSI,GV62M 7RD,Gaming,15.6,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.2,3961.663,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1.1,4,SSD,128,Intel,HD Graphics 500,Windows 10,1.86,1663.43,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Dell,Alienware 15,Gaming,15.6,2.5,16,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,3.21,8142.47,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,1060,1060,Numeric,High-End
HP,17-bs000nv I3,Notebook,17.3,2.0,4,SSD,256,AMD,Radeon R5 520,Windows 10,2.5,2775.03,1920,1080,1,1,0,0,0,Core,6,i3,Radeon,520,520,Numeric,Mid-Range
Lenovo,Yoga 730,2 in 1 Convertible,13.3,1.8,8,SSD,512,Intel,UHD Graphics 620,Windows 10,1.19,5951.030000000001,1920,1080,1,1,1,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Dell,Alienware 15,Gaming,15.6,2.9,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,3.49,11170.587500000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
HP,250 G6,Notebook,15.6,2.5,4,HDD,500,AMD,Radeon 520,Windows 10,1.86,2432.0617,1366,768,0,0,0,0,0,Core,7,i5,Radeon,520,520,Numeric,Mid-Range
Dell,Inspiron 3567,Notebook,15.6,2.0,4,HDD,1024,AMD,Radeon R5 M430,Windows 10,2.2,2166.3098999999997,1366,768,0,0,0,0,0,Core,6,i3,Radeon,M430,430,Alphanumeric,Low-End
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,2.4,6,HDD,2048,AMD,Radeon R7 M440,Windows 10,2.65,2258.9300000000003,1920,1080,1,1,0,0,0,A1,Unknown,Other,Radeon,M440,440,Alphanumeric,Low-End
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1.6,4,HDD,500,Intel,HD Graphics 510,Windows 10,2.1,1262.46,1366,768,0,0,0,0,0,Celeron,3,Other,HD,510,510,Numeric,Mid-Range
Acer,Chromebook 14,Notebook,14.0,1.6,4,Flash,32,Intel,HD Graphics 510,Chrome OS,1.45,1488.75,1366,768,0,0,0,0,0,Celeron,3,Other,HD,510,510,Numeric,Mid-Range
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.7,2775.03,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,ZBook 17,Workstation,17.3,2.8,8,HDD,500,Nvidia,Quadro M1200,Windows 10,3.14,7574.720300000001,1920,1080,1,0,0,0,0,Core,7,i7,Quadro,M1200,1200,Alphanumeric,High-End
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.42,10282.300000000001,2560,1440,0,0,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Toshiba,Satellite Pro,Notebook,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.5,3862.8100000000004,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,TravelMate B117-M,Netbook,11.6,1.6,4,Flash,32,Intel,HD Graphics,Windows 10,1.4,1067.93,1366,768,0,0,0,0,0,Celeron,3,Other,HD,Graphics,640,Alphanumeric,Mid-Range
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.38,6943.530000000001,1920,1080,1,0,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Asus,Chromebook Flip,2 in 1 Convertible,12.5,0.9,4,Flash,64,Intel,HD Graphics 515,Chrome OS,1.2,2655.9300000000003,1920,1080,1,0,1,0,0,Core,Unknown,M3,HD,515,515,Numeric,Mid-Range
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,2.5,16,SSD,512,Intel,HD Graphics 520,Windows 10,1.36,7451.6900000000005,1920,1080,1,0,1,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,2.7,4,HDD,500,AMD,Radeon 530,Windows 10,2.1,2735.33,1920,1080,1,1,0,0,0,Core,7,i7,Radeon,530,530,Numeric,Mid-Range
Dell,Inspiron 5577,Gaming,15.6,2.5,8,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.56,3251.4300000000003,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Lenovo,IdeaPad 320-15AST,Notebook,15.6,2.9,4,SSD,256,AMD,Radeon 530,Windows 10,2.2,1584.03,1920,1080,1,0,0,0,0,A9,9,9420,Radeon,530,530,Numeric,Mid-Range
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,3.6,8,HDD,1024,AMD,Radeon R7,Windows 10,2.2,1703.13,1366,768,0,0,0,0,0,A1,Unknown,Other,Radeon,R7,7,Alphanumeric,Low-End
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,2.5,4,HDD+HDD,2048,Intel,HD Graphics 620,Windows 10,2.1,2467.1565000000005,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,2.0,4,HDD,500,Intel,HD Graphics 520,No OS,1.9,1786.5,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Dell,Vostro 5568,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.18,3156.15,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Spin 5,2 in 1 Convertible,13.3,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.6,3966.03,1920,1080,1,1,1,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Lenovo,ThinkPad P51s,Workstation,15.6,2.5,16,SSD,512,Nvidia,Quadro M520M,Windows 7,2.18,7364.35,1920,1080,1,0,0,0,0,Core,6,i7,Quadro,M520M,520,Alphanumeric,Mid-Range
Lenovo,Thinkpad T460p,Notebook,14.0,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.8,4728.27,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,2.5,6,HDD,2048,AMD,Radeon 530,Windows 10,2.71,2600.3897,1920,1080,1,1,0,0,0,A1,Unknown,Other,Radeon,530,530,Numeric,Mid-Range
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,4958.530000000001,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Dell,Latitude 5480,Notebook,14.0,2.8,8,SSD,256,Nvidia,GeForce 930MX,Linux,1.64,4323.33,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,930MX,930,Alphanumeric,High-End
Dell,Vostro 5568,Notebook,15.6,2.5,8,HDD,1024,Intel,HD Graphics 620,Linux,1.98,2882.2200000000003,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Asus,VivoBook E403NA,Notebook,14.0,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.5,1183.06,1920,1080,1,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Dell,Latitude 5580,Notebook,15.6,2.6,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.93,5663.840200000001,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,Thinkpad E470,Notebook,14.0,2.5,8,SSD,256,Nvidia,GeForce 920MX,Windows 10,1.87,3402.5679000000005,1920,1080,1,1,0,0,0,Core,7,i5,GeForce,920MX,920,Alphanumeric,High-End
Dell,Latitude 5580,Notebook,15.6,2.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.9,4680.63,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,2.0,4,HDD,500,AMD,Radeon R4,Windows 10,2.19,1183.06,1366,768,0,0,0,0,0,A6,7,7310,Radeon,R4,4,Alphanumeric,Low-End
Mediacom,Smartbook 142,Notebook,14.0,1.92,4,HDD,32,Intel,HD Graphics 400,Windows 10,1.4,1052.05,1920,1200,1,1,0,0,0,Atom,8,Other,HD,400,400,Numeric,Low-End
HP,ProBook 470,Notebook,17.3,2.7,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.63,4764.0,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,930MX,930,Alphanumeric,High-End
Lenovo,ThinkPad X1,Ultrabook,14.0,2.5,8,SSD,512,Intel,HD Graphics 520,Windows 10,1.17,6695.960800000001,2560,1440,1,1,0,0,1,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,Pavilion X360,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.58,3321.302,1366,768,0,1,1,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,ThinkPad T470s,Ultrabook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.32,5951.030000000001,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,Alienware 17,Gaming,17.3,2.8,32,SSD+HDD,2048,Nvidia,GeForce GTX 1070,Windows 10,4.36,14527.818000000001,3840,2160,1,0,0,1,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
MSI,GL72M 7REX,Gaming,17.3,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,5353.4656,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,2.5,4,HDD,1024,Intel,HD Graphics 620,No OS,1.9,1944.903,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,Inspiron 5570,Notebook,15.6,1.6,8,SSD+HDD,1152,AMD,Radeon 530,Windows 10,2.2,2854.4300000000003,1920,1080,1,0,0,0,0,Core,8,i5,Radeon,530,530,Numeric,Mid-Range
Dell,Inspiron 5378,2 in 1 Convertible,13.3,2.4,4,HDD,1024,Intel,HD Graphics 620,Windows 10,1.71,2576.53,1920,1080,1,0,1,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Dell,Inspiron 5567,Notebook,15.6,2.5,8,HDD,1024,AMD,Radeon R7 M445,Linux,2.32,2340.3944,1366,768,0,0,0,0,0,Core,7,i5,Radeon,M445,445,Alphanumeric,Low-End
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,3.0,4,HDD,1024,AMD,Radeon 520,Windows 10,2.1,1941.3300000000002,1920,1080,1,0,0,0,0,A9,9,9420,Radeon,520,520,Numeric,Mid-Range
Acer,Predator 17,Gaming,17.3,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,4.2,7681.950000000001,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,1060,1060,Numeric,High-End
Dell,Inspiron 3567,Notebook,15.6,2.5,12,HDD,1024,Intel,HD Graphics 620,Windows 10,2.25,2576.53,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,3.0,6,SSD+HDD,1152,AMD,Radeon 520,Windows 10,2.1,2580.5,1920,1080,1,0,0,0,0,A9,9,9,Radeon,520,520,Numeric,Mid-Range
Acer,Extensa EX2540-58KR,Notebook,15.6,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.4,2219.23,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,ThinkPad 13,Notebook,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.44,3811.2000000000003,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,2.7,4,HDD,1024,Intel,HD Graphics 620,Windows 10,1.85,3092.63,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
HP,ZBook 15,Workstation,15.6,2.8,16,SSD,256,Nvidia,Quadro M2200,Windows 10,2.6,9603.43,1920,1080,1,0,0,0,0,Core,7,i7,Quadro,M2200,2200,Alphanumeric,High-End
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1.6,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,1.55,2616.23,1920,1080,1,0,1,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
MSI,GS63VR 7RF,Gaming,15.6,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,1.8,8315.0856,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Acer,Aspire ES1-572,Notebook,15.6,2.0,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.4,1630.8760000000002,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Dell,Inspiron 7560,Notebook,15.6,2.7,8,SSD+HDD,1152,Nvidia,GeForce 940MX,Windows 10,2.0,4791.79,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Dell,Vostro 3568,Notebook,15.6,2.0,8,SSD,256,Intel,HD Graphics 520,Windows 10,2.0,2640.05,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Toshiba,Tecra X40-D-10G,Notebook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.25,6093.950000000001,1920,1080,1,1,1,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,Flex 5,2 in 1 Convertible,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.7,3966.03,1920,1080,1,0,1,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,Thinkpad P51s,Workstation,15.6,2.8,16,SSD,1024,Nvidia,Quadro M520M,Windows 10,2.5,13097.03,3840,2160,1,1,0,1,0,Core,7,i7,Quadro,M520M,520,Alphanumeric,Mid-Range
Acer,Chromebook 14,Notebook,14.0,1.6,2,Flash,32,Intel,HD Graphics 400,Chrome OS,1.68,1310.1000000000001,1366,768,0,0,0,0,0,Celeron,3,Other,HD,400,400,Numeric,Low-End
Samsung,Notebook 9,Ultrabook,13.3,2.7,16,SSD,256,Intel,HD Graphics 620,Windows 10,0.81,6546.530000000001,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
HP,250 G6,Notebook,15.6,2.0,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.86,2139.83,1920,1080,1,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Dell,Latitude 5480,Notebook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,4473.0387,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,Zbook 17,Workstation,17.3,2.9,16,SSD,256,Nvidia,Quadro M2000M,Windows 7,3.0,17424.33,1920,1080,1,1,0,0,0,Xeon,Unknown,Other,Quadro,M2000M,2000,Alphanumeric,High-End
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1.6,4,SSD,128,Intel,HD Graphics 400,Windows 10,1.4,1885.75,1366,768,0,0,1,0,0,Celeron,3,Other,HD,400,400,Numeric,Low-End
HP,EliteBook 850,Notebook,15.6,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.84,7543.0,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,2.3,4,HDD,1024,Nvidia,GeForce GTX 950M,No OS,2.45,2298.63,1366,768,0,0,0,0,0,Core,6,i5,GeForce,950M,950,Alphanumeric,High-End
Lenovo,Thinkpad T460,Ultrabook,14.0,2.3,4,SSD,180,Intel,HD Graphics 520,Windows 10,1.7,4351.12,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Asus,Pro P2540UA-XO0192R,Notebook,15.6,2.7,4,SSD,256,Intel,HD Graphics 620,Windows 10,2.37,3374.103,1366,768,0,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,1.8,8,SSD,256,Intel,HD Graphics 540,Windows 10,1.3,4760.030000000001,3200,1800,1,1,1,0,1,Core,6,i5,HD,540,540,Numeric,Mid-Range
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.2,4363.030000000001,1920,1080,1,1,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
HP,ZBook 15,Workstation,15.6,2.6,8,SSD,256,Nvidia,Quadro M1000M,Windows 7,2.59,6197.17,1920,1080,1,0,0,0,0,Core,6,i7,Quadro,M1000M,1000,Alphanumeric,High-End
